HORA (UTC);PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);Unnamed: 19;municipio;estado;ano;mes;dia
19:00;0.0;1002.9;1003.8;1002.9;1990;29.6;23.5;32.2;29.6;24.2;22.8;70;58;70;202;4.6;1.5;;Manaus;AM;2000;5;10
20:00;0.0;1002.6;1002.9;1002.6;859;28.5;23.9;31.0;28.5;24.3;23.1;76;65;76;153;5.9;2.0;;Manaus;AM;2000;5;10
21:00;0.0;1002.7;1002.7;1002.4;333;28.1;23.2;28.4;27.9;25.4;22.9;85;74;74;95;3.2;0.6;;Manaus;AM;2000;5;10
22:00;0.0;1003.8;1003.8;1002.7;84;28.0;23.0;28.3;27.5;23.8;22.8;80;73;74;25;2.2;0.9;;Manaus;AM;2000;5;10
11:00;0.0;1006.4;1006.4;1005.8;293;25.5;24.1;25.5;24.0;24.5;23.5;97;92;92;203;1.8;0.5;;Manaus;AM;2000;5;11
12:00;0.0;1007.2;1007.2;1006.4;884;26.2;23.8;26.6;25.5;24.7;23.6;92;85;86;180;2.3;1.4;;Manaus;AM;2000;5;11
13:00;0.0;1007.5;1007.6;1007.2;1213;27.4;24.6;27.4;26.2;24.8;23.5;89;81;85;133;3.6;0.9;;Manaus;AM;2000;5;11
14:00;0.0;1007.3;1007.6;1007.3;2437;28.7;23.9;28.7;27.2;24.9;23.6;85;74;75;85;3.2;0.8;;Manaus;AM;2000;5;11
15:00;0.0;1006.8;1007.3;1006.8;2715;29.9;24.9;29.9;28.3;24.9;23.2;79;70;74;135;3.5;1.3;;Manaus;AM;2000;5;11
16:00;0.0;1005.7;1006.5;1005.7;2251;30.3;24.9;30.4;29.7;24.9;23.2;73;66;73;140;3.8;1.2;;Manaus;AM;2000;5;11
17:00;0.0;1004.3;1005.7;1004.3;3244;30.6;23.9;30.8;30.0;24.7;23.2;71;65;67;107;3.5;1.8;;Manaus;AM;2000;5;11
18:00;0.0;1002.8;1004.3;1002.8;2761;30.7;23.0;31.3;30.4;24.5;23.0;70;63;63;121;3.8;1.3;;Manaus;AM;2000;5;11
19:00;0.0;1002.2;1002.8;1002.2;2139;30.8;23.2;31.2;30.6;24.3;22.8;68;62;64;86;3.3;1.1;;Manaus;AM;2000;5;11
20:00;0.0;1001.9;1002.2;1001.8;1556;31.2;22.8;31.2;30.4;23.6;22.2;66;60;61;94;3.2;1.6;;Manaus;AM;2000;5;11
21:00;0.0;1001.9;1002.0;1001.7;836;30.1;23.2;31.2;30.1;23.4;22.7;66;61;66;75;3.3;1.2;;Manaus;AM;2000;5;11
22:00;0.0;1002.2;1002.3;1001.9;138;28.7;24.1;30.1;28.7;24.1;23.0;76;66;76;40;2.4;0.7;;Manaus;AM;2000;5;11
11:00;0.0;1004.9;1004.9;1004.0;94;24.5;23.5;24.5;24.2;23.5;23.4;95;94;94;298;6.1;2.4;;Manaus;AM;2000;5;12
12:00;0.0;1005.8;1005.8;1004.9;342;25.1;23.7;25.1;24.5;23.8;23.5;95;91;91;291;5.9;1.8;;Manaus;AM;2000;5;12
13:00;0.0;1006.4;1006.4;1005.8;451;25.3;23.5;25.6;25.1;23.8;23.5;91;89;90;293;4.6;2.1;;Manaus;AM;2000;5;12
14:00;0.0;1006.2;1006.5;1006.2;730;26.1;23.5;26.5;25.3;23.9;23.4;90;84;85;285;4.5;1.8;;Manaus;AM;2000;5;12
15:00;0.0;1006.1;1006.2;1006.0;460;26.2;23.7;26.3;26.0;23.9;23.4;88;85;86;304;4.5;1.5;;Manaus;AM;2000;5;12
16:00;1.6;1005.4;1006.1;1005.4;214;25.4;24.2;26.2;25.4;24.4;23.7;93;86;93;9;3.3;0.6;;Manaus;AM;2000;5;12
17:00;2.4;1004.6;1005.8;1004.6;94;24.8;24.1;25.4;24.8;24.5;24.1;96;94;96;349;4.0;0.8;;Manaus;AM;2000;5;12
18:00;0.2;1002.3;1004.7;1002.3;528;24.8;23.7;24.9;24.0;24.3;22.9;97;92;94;333;6.9;0.9;;Manaus;AM;2000;5;12
19:00;0.0;1001.8;1002.6;1001.8;930;25.9;23.9;25.9;24.8;24.4;23.7;95;88;89;229;2.5;1.4;;Manaus;AM;2000;5;12
20:00;0.0;1001.9;1002.1;1001.7;1054;27.4;24.2;27.4;25.9;24.2;23.6;90;82;83;315;3.0;0.6;;Manaus;AM;2000;5;12
21:00;0.0;1002.1;1002.1;1001.3;692;26.9;24.7;27.8;26.9;24.8;23.6;88;79;88;150;2.9;0.6;;Manaus;AM;2000;5;12
22:00;0.0;1002.8;1002.8;1001.9;117;25.3;24.0;26.9;25.3;24.7;24.0;93;87;92;207;2.7;0.6;;Manaus;AM;2000;5;12
11:00;0.0;1005.4;1005.4;1004.5;62;23.8;22.7;24.0;23.3;23.0;22.3;98;92;94;80;2.2;0.7;;Manaus;AM;2000;5;13
12:00;0.2;1006.4;1006.4;1005.4;604;26.4;23.3;26.4;23.8;23.8;22.8;95;83;83;30;1.3;0.4;;Manaus;AM;2000;5;13
13:00;0.0;1006.7;1006.8;1006.4;1249;27.3;23.5;27.3;26.4;23.6;22.8;83;78;80;58;2.2;1.1;;Manaus;AM;2000;5;13
14:00;0.0;1006.6;1006.8;1006.6;2339;28.7;24.4;28.9;27.4;24.5;23.3;81;74;78;113;3.7;2.5;;Manaus;AM;2000;5;13
15:00;0.0;1006.1;1006.6;1006.1;2239;29.1;24.1;29.6;28.1;24.9;23.4;80;70;75;111;5.0;2.2;;Manaus;AM;2000;5;13
16:00;0.0;1004.6;1006.1;1004.6;1930;29.3;24.2;29.4;28.5;24.8;23.5;78;73;74;110;4.6;2.5;;Manaus;AM;2000;5;13
17:00;0.0;1003.7;1004.6;1003.7;1621;30.4;23.6;30.4;28.7;24.7;23.0;76;66;67;45;5.6;1.8;;Manaus;AM;2000;5;13
18:00;0.6;1002.8;1003.7;1002.8;1282;27.9;25.2;30.6;27.4;25.8;23.3;90;66;85;146;6.4;1.6;;Manaus;AM;2000;5;13
19:00;0.0;1002.2;1002.7;1001.9;2424;29.5;24.0;29.5;28.0;26.1;23.3;88;70;72;108;3.7;1.9;;Manaus;AM;2000;5;13
20:00;0.6;1001.9;1002.7;1001.9;430;24.5;22.9;29.5;24.4;24.2;22.6;91;72;91;37;10.5;2.5;;Manaus;AM;2000;5;13
21:00;0.0;1001.3;1001.9;1001.3;96;24.6;23.0;24.6;24.5;23.1;22.7;91;89;91;41;4.7;2.1;;Manaus;AM;2000;5;13
22:00;0.0;1002.1;1002.1;1001.3;45;24.5;23.0;24.6;24.4;23.2;22.9;93;90;92;58;12.0;0.6;;Manaus;AM;2000;5;13
11:00;0.0;1005.5;1005.5;1004.8;140;23.7;23.3;23.7;22.6;23.3;22.3;98;98;98;61;2.0;0.1;;Manaus;AM;2000;5;14
12:00;0.0;1006.0;1006.0;1005.2;931;26.8;24.2;26.9;23.8;24.4;23.2;98;83;86;103;1.7;0.9;;Manaus;AM;2000;5;14
13:00;0.0;1006.4;1006.5;1005.9;1555;27.7;24.4;27.7;26.6;24.5;23.8;87;82;82;104;2.6;1.0;;Manaus;AM;2000;5;14
14:00;0.0;1006.4;1006.5;1006.4;2503;28.1;23.6;28.6;27.5;24.7;23.2;83;75;76;112;3.7;2.1;;Manaus;AM;2000;5;14
15:00;0.0;1006.1;1006.4;1006.1;2727;29.2;23.7;29.3;28.1;24.2;23.2;78;70;72;121;5.1;2.0;;Manaus;AM;2000;5;14
16:00;0.0;1005.1;1006.1;1005.1;3291;29.5;23.5;29.9;28.9;24.2;23.2;75;68;70;101;4.4;2.1;;Manaus;AM;2000;5;14
17:00;0.0;1003.6;1005.1;1003.6;3238;30.6;23.6;30.7;29.4;24.6;23.0;74;64;67;112;5.0;2.8;;Manaus;AM;2000;5;14
18:00;0.0;1002.5;1003.7;1002.5;2832;30.7;23.5;30.7;30.1;23.8;22.8;67;64;66;87;5.1;2.0;;Manaus;AM;2000;5;14
19:00;0.0;1001.2;1002.4;1001.2;2459;31.0;22.9;31.1;30.3;23.8;22.9;68;62;62;76;5.4;2.4;;Manaus;AM;2000;5;14
20:00;0.0;1001.2;1001.3;1001.2;1662;30.7;23.1;31.1;30.4;23.3;22.4;65;61;64;71;4.4;1.9;;Manaus;AM;2000;5;14
21:00;0.0;1001.2;1001.2;1000.8;947;30.1;23.2;30.7;30.1;23.4;22.6;67;62;67;76;3.9;1.6;;Manaus;AM;2000;5;14
22:00;0.0;1001.9;1001.9;1001.2;247;28.6;23.7;30.2;28.6;23.7;23.1;75;66;75;37;3.4;0.8;;Manaus;AM;2000;5;14
11:00;0.0;1004.3;1004.3;1003.7;236;25.7;23.2;25.7;23.5;23.5;22.8;97;85;86;318;2.1;0.6;;Manaus;AM;2000;5;15
12:00;0.0;1005.0;1005.0;1004.3;992;28.2;23.6;28.2;25.7;24.0;23.0;87;74;76;90;10.4;0.6;;Manaus;AM;2000;5;15
13:00;0.0;1005.7;1005.7;1005.0;1436;28.5;23.7;28.8;27.9;24.4;22.8;80;71;75;99;2.0;0.9;;Manaus;AM;2000;5;15
14:00;0.0;1005.7;1005.7;1005.6;2188;29.9;23.6;29.9;28.6;24.2;23.0;75;69;69;111;2.8;1.4;;Manaus;AM;2000;5;15
15:00;0.0;1004.8;1005.7;1004.8;2669;30.2;24.2;30.5;29.4;24.9;23.6;74;68;70;84;3.3;1.5;;Manaus;AM;2000;5;15
16:00;0.0;1003.6;1004.8;1003.6;1908;30.7;24.2;31.1;28.5;24.9;23.9;78;68;68;117;3.9;2.2;;Manaus;AM;2000;5;15
17:00;0.2;1002.9;1003.6;1002.7;3170;27.7;24.9;31.8;27.7;25.5;23.7;85;64;85;152;8.7;3.7;;Manaus;AM;2000;5;15
18:00;6.4;1001.8;1002.9;1001.6;2155;27.0;24.6;27.4;25.6;25.8;24.4;96;85;87;152;7.5;1.8;;Manaus;AM;2000;5;15
19:00;0.0;1001.3;1001.8;1001.2;753;25.7;23.7;27.0;25.7;24.9;23.5;91;86;88;152;5.1;1.6;;Manaus;AM;2000;5;15
20:00;0.0;1000.6;1001.3;1000.6;482;26.2;23.8;26.3;25.7;24.4;23.6;92;85;86;189;2.8;1.1;;Manaus;AM;2000;5;15
21:00;0.0;1000.6;1000.6;1000.3;356;26.2;24.0;26.4;26.2;24.4;23.6;90;85;88;179;2.2;0.6;;Manaus;AM;2000;5;15
22:00;0.0;1002.1;1002.1;1000.6;78;25.4;23.8;26.2;25.4;24.2;23.5;92;86;91;136;1.6;0.3;;Manaus;AM;2000;5;15
11:00;0.0;1004.3;1004.3;1003.4;134;24.3;23.4;24.3;23.9;23.4;23.2;96;94;94;321;3.6;1.6;;Manaus;AM;2000;5;16
12:00;0.0;1005.1;1005.1;1004.3;480;25.3;23.5;25.3;24.3;23.6;23.2;94;89;90;321;5.0;2.4;;Manaus;AM;2000;5;16
13:00;0.0;1005.8;1005.8;1005.2;1265;26.3;23.3;26.5;25.4;23.9;23.3;90;83;83;302;6.3;2.6;;Manaus;AM;2000;5;16
14:00;0.0;1006.0;1006.2;1005.8;1387;27.7;24.1;27.7;26.0;24.1;23.3;86;81;81;322;5.6;2.4;;Manaus;AM;2000;5;16
15:00;0.0;1006.1;1006.2;1006.0;2726;29.4;23.5;29.4;27.8;24.4;23.4;80;70;70;348;6.3;2.5;;Manaus;AM;2000;5;16
16:00;0.0;1005.2;1006.1;1005.1;2228;27.4;22.9;30.7;27.4;24.2;22.9;77;65;77;17;7.6;4.0;;Manaus;AM;2000;5;16
17:00;0.0;1003.8;1005.1;1003.8;905;26.5;22.2;27.6;26.5;23.1;22.2;79;74;77;30;7.2;2.0;;Manaus;AM;2000;5;16
18:00;0.0;1002.5;1003.7;1002.5;767;26.8;23.2;26.8;26.2;23.9;22.2;87;78;81;338;3.9;1.6;;Manaus;AM;2000;5;16
19:00;0.0;1001.7;1002.5;1001.7;1541;28.6;23.1;28.7;26.8;23.9;23.0;82;72;72;355;3.2;0.9;;Manaus;AM;2000;5;16
20:00;0.0;1001.2;1001.6;1001.2;1126;28.3;23.6;29.4;27.2;24.3;22.6;82;69;76;105;3.2;0.4;;Manaus;AM;2000;5;16
21:00;0.0;1001.6;1001.6;1001.3;649;28.0;23.9;28.5;27.6;24.1;23.5;80;76;78;133;2.1;1.2;;Manaus;AM;2000;5;16
22:00;0.0;1001.9;1001.9;1001.6;160;25.7;24.1;28.0;25.7;24.3;23.4;91;77;91;208;1.8;0.5;;Manaus;AM;2000;5;16
11:00;0.0;1005.0;1005.0;1004.3;69;24.9;23.5;25.0;24.7;23.6;23.5;94;91;92;320;4.1;1.8;;Manaus;AM;2000;5;17
12:00;0.0;1006.5;1006.5;1005.0;163;25.0;23.1;25.0;24.9;23.6;23.1;92;89;89;320;2.8;1.2;;Manaus;AM;2000;5;17
13:00;0.2;1007.7;1007.7;1006.5;85;24.5;23.0;25.0;24.5;23.4;22.9;93;88;91;93;3.1;1.5;;Manaus;AM;2000;5;17
14:00;2.0;1007.9;1008.1;1007.7;110;24.3;23.6;24.5;24.3;23.6;22.8;96;91;95;68;2.8;1.1;;Manaus;AM;2000;5;17
15:00;2.2;1007.7;1008.1;1007.7;339;24.5;23.4;24.5;24.3;23.7;23.2;96;93;94;49;3.9;1.5;;Manaus;AM;2000;5;17
16:00;0.2;1007.3;1007.7;1007.3;418;24.7;23.5;24.7;24.5;23.8;23.4;95;93;93;44;3.9;1.9;;Manaus;AM;2000;5;17
17:00;0.0;1006.5;1007.3;1006.5;850;24.9;22.8;24.9;24.4;23.6;22.3;94;87;88;76;5.9;1.2;;Manaus;AM;2000;5;17
18:00;0.0;1004.8;1006.5;1004.8;1423;25.4;23.0;26.0;24.9;23.5;22.5;90;83;87;88;4.4;1.7;;Manaus;AM;2000;5;17
19:00;0.0;1003.2;1004.7;1003.2;1367;26.2;23.2;26.2;25.4;23.4;22.7;88;83;83;74;3.8;1.3;;Manaus;AM;2000;5;17
20:00;0.0;1002.6;1003.2;1002.6;957;26.4;22.9;26.5;26.0;23.4;22.5;84;79;81;182;2.9;0.6;;Manaus;AM;2000;5;17
21:00;0.0;1003.1;1003.1;1002.6;451;25.8;23.2;26.6;25.8;23.6;22.7;86;80;85;93;1.5;0.9;;Manaus;AM;2000;5;17
22:00;0.0;1003.4;1003.5;1003.1;101;25.5;23.2;25.8;25.5;23.4;22.9;87;85;87;336;2.0;0.4;;Manaus;AM;2000;5;17
11:00;0.0;1007.0;1007.0;1006.2;108;24.2;22.6;24.2;23.6;22.7;22.5;94;91;91;26;18.4;0.7;;Manaus;AM;2000;5;18
12:00;0.0;1007.4;1007.4;1007.0;483;25.2;22.9;25.2;24.2;23.0;22.7;92;87;87;329;2.7;0.6;;Manaus;AM;2000;5;18
13:00;0.0;1007.8;1007.8;1007.4;1372;28.0;23.3;28.0;25.2;24.0;22.7;88;75;75;73;4.6;0.9;;Manaus;AM;2000;5;18
14:00;0.0;1007.7;1007.9;1007.7;2353;28.6;23.6;28.6;27.4;24.4;23.4;82;74;74;106;3.5;1.7;;Manaus;AM;2000;5;18
15:00;0.0;1007.6;1007.8;1007.6;2015;28.7;23.7;29.0;27.6;24.3;23.3;80;71;74;111;3.9;2.1;;Manaus;AM;2000;5;18
16:00;0.0;1006.8;1007.5;1006.8;3169;29.9;23.3;30.5;28.7;24.4;22.5;75;63;68;91;4.1;2.2;;Manaus;AM;2000;5;18
17:00;0.0;1005.4;1006.7;1005.4;2687;31.1;23.4;31.1;29.1;23.7;22.4;70;61;63;132;3.7;1.5;;Manaus;AM;2000;5;18
18:00;0.0;1004.0;1005.4;1004.0;3047;30.6;23.1;31.5;30.6;24.1;21.7;67;58;65;87;4.1;1.5;;Manaus;AM;2000;5;18
19:00;0.0;1003.1;1004.0;1003.1;1588;30.3;23.5;30.4;29.3;23.5;22.1;69;63;67;103;3.4;1.9;;Manaus;AM;2000;5;18
20:00;0.0;1002.1;1003.0;1002.1;1526;30.7;23.2;30.8;29.5;24.1;22.1;70;61;64;117;3.8;1.1;;Manaus;AM;2000;5;18
21:00;0.0;1002.5;1002.5;1002.1;937;29.7;23.4;30.9;29.7;23.6;22.6;70;63;69;154;2.9;1.1;;Manaus;AM;2000;5;18
22:00;0.0;1003.0;1003.0;1002.5;171;26.9;23.7;29.6;26.9;23.9;23.2;83;70;83;181;2.7;1.0;;Manaus;AM;2000;5;18
11:00;0.0;1006.4;1006.4;1005.5;85;25.3;23.8;25.3;24.7;23.8;23.1;91;89;91;310;1.8;0.3;;Manaus;AM;2000;5;19
12:00;0.0;1007.4;1007.4;1006.4;399;26.0;23.7;26.0;25.3;24.3;23.3;92;85;87;285;1.7;1.0;;Manaus;AM;2000;5;19
13:00;0.0;1007.6;1007.7;1007.3;582;26.2;23.5;26.3;26.0;23.7;23.2;86;84;85;312;3.2;1.6;;Manaus;AM;2000;5;19
14:00;0.0;1007.7;1007.8;1007.6;1249;27.8;24.0;27.8;26.2;24.2;23.2;86;79;80;306;3.8;1.1;;Manaus;AM;2000;5;19
15:00;0.0;1007.2;1007.7;1007.2;1319;27.2;24.0;28.1;27.2;24.2;23.2;83;77;83;207;5.8;2.9;;Manaus;AM;2000;5;19
16:00;0.8;1006.9;1007.2;1006.9;1263;25.2;23.6;27.8;25.2;24.0;22.5;91;76;91;153;5.4;1.4;;Manaus;AM;2000;5;19
17:00;0.8;1005.6;1006.9;1005.6;1457;26.0;23.0;26.3;24.5;24.4;22.8;94;82;84;202;4.5;1.2;;Manaus;AM;2000;5;19
18:00;0.0;1004.8;1005.6;1004.8;1733;26.3;23.7;26.4;25.8;24.2;23.0;88;83;86;199;4.8;1.5;;Manaus;AM;2000;5;19
14:00;0.0;1008.6;1008.7;1008.5;1716;28.8;24.0;28.9;27.0;24.5;22.7;83;71;75;156;1.9;0.5;;Manaus;AM;2000;5;22
15:00;0.0;1008.4;1008.8;1008.4;1383;28.6;24.5;28.9;27.8;24.9;23.4;83;72;79;161;3.4;0.9;;Manaus;AM;2000;5;22
16:00;0.0;1007.1;1008.4;1007.1;2781;30.1;22.8;30.1;28.2;24.8;22.8;80;65;65;121;3.0;1.2;;Manaus;AM;2000;5;22
17:00;0.0;1005.7;1007.1;1005.7;3350;30.2;23.8;30.7;29.7;24.3;23.0;71;65;69;104;3.6;1.7;;Manaus;AM;2000;5;22
18:00;0.0;1005.2;1005.7;1005.2;2336;30.1;23.1;30.7;29.3;24.6;22.8;74;65;66;100;3.3;1.4;;Manaus;AM;2000;5;22
19:00;0.0;1004.6;1005.2;1004.3;2217;29.5;24.5;30.7;29.4;24.5;22.2;75;62;75;39;4.8;1.9;;Manaus;AM;2000;5;22
20:00;0.8;1005.1;1005.2;1004.4;934;25.5;24.1;29.6;25.5;24.4;23.6;92;71;92;197;4.0;1.3;;Manaus;AM;2000;5;22
21:00;0.0;1005.3;1005.3;1005.0;337;25.3;23.6;25.4;25.1;24.6;23.6;95;90;90;222;3.2;1.0;;Manaus;AM;2000;5;22
22:00;0.0;1005.6;1005.7;1005.3;86;24.8;23.9;25.3;24.7;23.9;23.6;95;90;95;210;3.7;0.7;;Manaus;AM;2000;5;22
19:00;1.0;1003.2;1004.4;1003.2;2152;27.1;25.7;31.9;27.1;25.7;24.0;92;64;92;161;5.4;2.4;;Manaus;AM;2000;5;24
20:00;7.4;1004.0;1004.0;1003.0;240;25.2;24.5;27.1;24.2;25.6;23.0;96;88;96;244;53.4;0.5;;Manaus;AM;2000;5;24
21:00;0.0;1004.4;1004.4;1004.0;108;24.1;23.2;25.3;24.1;24.4;23.0;96;91;94;163;5.6;1.6;;Manaus;AM;2000;5;24
22:00;0.0;1004.4;1004.6;1004.4;48;24.1;23.3;24.4;24.1;23.4;23.1;95;94;95;178;3.0;0.9;;Manaus;AM;2000;5;24
11:00;0.0;1005.5;1005.5;1005.1;190;23.9;22.8;23.9;22.2;22.9;21.8;98;94;94;308;1.1;0.2;;Manaus;AM;2000;5;25
12:00;0.0;1006.4;1006.4;1005.5;982;26.2;23.6;26.3;23.9;23.6;22.6;93;83;85;64;2.4;0.6;;Manaus;AM;2000;5;25
13:00;0.0;1006.8;1006.8;1006.4;1837;27.0;24.2;27.2;26.0;24.5;23.2;87;82;85;122;3.1;1.4;;Manaus;AM;2000;5;25
14:00;0.0;1006.8;1006.8;1006.7;2487;28.5;24.2;28.5;27.1;24.7;23.7;86;77;78;99;3.5;1.3;;Manaus;AM;2000;5;25
15:00;0.0;1006.6;1006.8;1006.6;2919;29.0;24.1;29.0;28.4;24.7;23.9;80;75;75;97;4.5;2.4;;Manaus;AM;2000;5;25
16:00;0.0;1005.8;1006.6;1005.8;3189;30.3;23.9;30.3;28.9;25.3;23.5;79;69;69;107;5.0;2.4;;Manaus;AM;2000;5;25
17:00;0.0;1004.7;1005.8;1004.7;3079;30.4;24.3;30.7;29.8;25.0;23.5;74;68;70;100;4.6;2.3;;Manaus;AM;2000;5;25
18:00;0.0;1003.6;1004.7;1003.6;2851;30.8;23.8;31.2;30.1;25.1;23.7;72;65;66;122;5.4;2.4;;Manaus;AM;2000;5;25
19:00;0.0;1002.8;1003.6;1002.8;1684;27.9;23.3;31.7;27.9;24.9;22.9;76;63;76;74;8.1;2.5;;Manaus;AM;2000;5;25
20:00;0.0;1002.7;1002.9;1002.7;483;27.2;22.9;27.9;27.2;23.5;22.7;79;75;77;71;5.2;1.3;;Manaus;AM;2000;5;25
21:00;0.0;1002.9;1003.0;1002.5;260;27.0;23.7;27.4;27.0;23.9;23.0;82;77;82;125;2.8;0.4;;Manaus;AM;2000;5;25
22:00;0.0;1003.0;1003.0;1002.6;77;26.7;23.8;27.3;26.6;24.1;23.5;85;80;84;81;2.7;0.6;;Manaus;AM;2000;5;25
11:00;0.0;1005.1;1005.1;1004.5;182;25.6;23.1;25.6;24.7;23.2;22.8;89;86;86;21;2.6;0.7;;Manaus;AM;2000;5;26
12:00;0.0;1006.0;1006.0;1005.2;608;26.5;23.4;26.5;25.6;23.6;23.0;87;82;83;37;2.5;1.2;;Manaus;AM;2000;5;26
13:00;0.0;1006.3;1006.3;1006.0;1296;27.9;23.5;27.9;26.5;23.9;23.3;84;77;77;34;3.9;2.1;;Manaus;AM;2000;5;26
14:00;0.0;1006.2;1006.3;1006.2;2406;28.6;23.7;29.1;28.0;24.5;23.5;79;74;75;105;4.9;2.8;;Manaus;AM;2000;5;26
15:00;0.0;1005.9;1006.2;1005.9;2943;30.1;23.8;30.1;28.6;24.6;23.6;77;68;69;94;4.5;2.0;;Manaus;AM;2000;5;26
16:00;0.0;1004.9;1005.9;1004.9;3135;31.0;24.7;31.1;29.9;24.8;23.2;71;66;69;140;4.0;1.6;;Manaus;AM;2000;5;26
17:00;0.0;1003.6;1004.9;1003.6;3183;31.2;24.0;31.6;30.8;24.9;23.4;70;63;66;110;3.6;2.0;;Manaus;AM;2000;5;26
18:00;0.0;1002.4;1003.6;1002.4;2860;31.9;23.5;31.9;31.1;24.3;22.9;66;61;61;98;4.0;2.0;;Manaus;AM;2000;5;26
19:00;0.0;1001.5;1002.4;1001.5;2333;31.7;23.8;31.9;31.0;23.9;22.5;64;58;63;101;6.0;1.9;;Manaus;AM;2000;5;26
20:00;0.0;1001.1;1001.5;1001.1;1754;31.7;23.9;32.0;31.5;24.2;23.0;65;60;63;83;4.5;1.4;;Manaus;AM;2000;5;26
21:00;0.0;1001.3;1001.3;1000.9;869;30.4;24.5;31.7;30.4;24.7;23.6;71;63;70;147;3.6;0.4;;Manaus;AM;2000;5;26
22:00;0.0;1001.9;1002.0;1001.3;82;27.3;24.5;30.4;27.3;25.1;24.1;85;70;85;153;2.6;1.0;;Manaus;AM;2000;5;26
11:00;0.0;1004.5;1004.5;1003.8;165;24.6;23.4;24.6;23.6;23.6;23.2;98;93;93;33;1.7;0.7;;Manaus;AM;2000;5;27
12:00;0.0;1005.4;1005.4;1004.5;695;26.6;24.1;26.6;24.7;24.4;23.2;94;85;86;35;1.7;1.0;;Manaus;AM;2000;5;27
13:00;0.0;1005.4;1005.5;1005.4;1022;27.5;24.0;27.5;26.5;24.6;23.9;88;81;81;32;2.1;0.9;;Manaus;AM;2000;5;27
