HORA (UTC);PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);Unnamed: 19;municipio;estado;ano;mes;dia
14:00;0.0;1006.1;1006.6;1006.1;1475;28.8;24.0;28.9;26.4;24.7;24.0;88;75;75;20;3.2;1.3;;Manaus;AM;2002;1;3
15:00;0.0;1005.7;1006.1;1005.7;1668;28.3;24.2;29.8;28.3;24.7;23.7;79;70;78;89;5.0;0.8;;Manaus;AM;2002;1;3
16:00;0.0;1004.7;1005.7;1004.7;1080;29.3;23.0;29.3;28.3;24.7;23.0;81;69;69;328;7.3;2.7;;Manaus;AM;2002;1;3
17:00;0.0;1003.5;1004.6;1003.5;2367;31.1;23.8;31.1;29.3;23.9;23.0;70;64;65;339;5.8;2.3;;Manaus;AM;2002;1;3
18:00;0.0;1002.3;1003.5;1002.2;2274;31.0;23.5;31.6;29.9;23.7;22.5;68;61;64;348;6.1;2.7;;Manaus;AM;2002;1;3
19:00;0.0;1002.1;1002.3;1002.0;1724;30.3;22.8;31.1;30.1;23.7;22.6;68;62;64;319;5.4;2.3;;Manaus;AM;2002;1;3
20:00;0.0;1002.2;1002.2;1001.9;719;29.8;23.1;30.6;29.7;23.3;22.7;67;64;67;355;4.0;1.1;;Manaus;AM;2002;1;3
21:00;2.8;1002.8;1002.8;1002.1;185;26.1;23.7;29.8;26.1;24.2;23.2;86;68;86;145;4.0;1.3;;Manaus;AM;2002;1;3
22:00;25.8;1003.9;1004.5;1002.8;9;24.1;23.3;26.0;24.0;23.7;22.8;95;86;95;291;8.1;1.1;;Manaus;AM;2002;1;3
14:00;0.0;1006.8;1007.0;1006.8;2530;29.2;25.2;29.2;26.4;25.3;23.9;89;78;79;39;3.5;1.1;;Manaus;AM;2002;1;4
15:00;0.0;1006.2;1006.8;1006.2;2824;29.3;24.7;29.8;28.5;25.5;24.1;80;73;76;96;4.3;2.2;;Manaus;AM;2002;1;4
16:00;0.0;1005.4;1006.2;1005.4;3111;30.1;24.9;30.5;29.3;25.4;23.7;78;70;74;100;5.2;2.7;;Manaus;AM;2002;1;4
17:00;0.0;1003.9;1005.4;1003.9;2610;30.0;24.3;30.2;29.6;24.7;24.0;74;70;71;107;5.8;3.0;;Manaus;AM;2002;1;4
18:00;0.0;1002.7;1003.9;1002.7;2435;30.6;23.8;30.6;29.7;24.5;23.2;73;65;67;93;5.5;2.1;;Manaus;AM;2002;1;4
19:00;0.0;1001.3;1002.7;1001.3;2660;31.1;22.8;32.1;30.7;24.4;22.7;67;60;61;101;3.9;2.2;;Manaus;AM;2002;1;4
20:00;0.0;1000.8;1001.3;1000.8;1331;31.2;24.2;31.5;30.2;24.4;22.5;68;61;66;128;3.8;1.6;;Manaus;AM;2002;1;4
21:00;0.0;1001.2;1001.2;1000.7;794;30.1;23.9;31.2;30.1;24.7;23.7;70;66;69;15;3.5;0.8;;Manaus;AM;2002;1;4
22:00;27.0;1002.2;1002.3;1001.2;91;24.8;23.4;30.1;24.5;24.2;22.8;93;69;92;337;7.9;1.0;;Manaus;AM;2002;1;4
23:00;0.2;1002.9;1002.9;1002.3;0;25.3;24.2;25.3;24.7;24.2;23.4;94;92;94;349;1.3;0.0;;Manaus;AM;2002;1;4
16:00;1.4;1005.8;1006.6;1005.8;1013;25.8;23.9;29.4;25.3;24.9;22.2;90;70;89;52;8.0;0.8;;Manaus;AM;2002;1;5
17:00;0.0;1004.4;1005.8;1004.4;1482;27.7;24.2;27.7;25.9;24.2;23.2;89;81;82;53;8.0;2.0;;Manaus;AM;2002;1;5
18:00;0.0;1002.8;1004.3;1002.8;2770;30.6;24.1;30.8;27.7;25.3;23.6;81;66;68;6;6.0;2.3;;Manaus;AM;2002;1;5
19:00;4.6;1002.3;1002.7;1001.8;2031;26.4;23.2;31.3;26.4;24.9;23.2;83;63;83;35;10.0;4.8;;Manaus;AM;2002;1;5
20:00;1.6;1002.3;1002.4;1001.7;293;25.5;23.6;26.1;25.2;23.8;23.0;89;85;89;307;7.6;2.5;;Manaus;AM;2002;1;5
21:00;0.0;1001.7;1002.3;1001.7;345;26.2;24.1;26.2;25.3;24.2;23.4;90;87;88;290;3.0;0.6;;Manaus;AM;2002;1;5
22:00;0.0;1002.6;1002.6;1001.7;157;25.9;24.4;26.2;25.7;24.6;24.2;93;89;91;164;0.7;0.1;;Manaus;AM;2002;1;5
23:00;0.0;1003.5;1003.5;1002.6;2;25.5;24.4;25.9;25.3;24.5;24.1;94;91;94;144;0.8;0.0;;Manaus;AM;2002;1;5
15:00;0.0;1005.0;1005.7;1005.0;2936;30.2;24.1;30.2;29.3;25.2;23.8;77;69;70;110;5.5;3.0;;Manaus;AM;2002;1;6
16:00;0.0;1004.1;1005.0;1004.1;3415;31.2;23.5;31.2;30.2;24.3;23.3;69;64;64;104;6.0;3.1;;Manaus;AM;2002;1;6
17:00;0.0;1003.1;1004.1;1003.1;2228;31.5;23.3;31.7;30.7;24.1;22.7;67;60;62;72;5.8;2.0;;Manaus;AM;2002;1;6
18:00;0.0;1002.0;1003.1;1002.0;2227;31.6;23.2;31.8;31.1;23.9;23.0;65;60;61;82;5.9;2.2;;Manaus;AM;2002;1;6
19:00;0.0;1001.0;1002.0;1001.0;2457;31.9;23.5;32.1;30.9;24.1;22.7;66;59;61;100;5.9;2.4;;Manaus;AM;2002;1;6
20:00;0.0;1000.8;1000.9;1000.5;863;30.3;23.5;31.9;30.1;23.8;23.0;67;60;67;58;4.9;1.0;;Manaus;AM;2002;1;6
21:00;0.0;1000.8;1000.9;1000.6;531;29.7;23.0;30.3;29.3;23.7;22.7;71;66;67;42;5.2;1.3;;Manaus;AM;2002;1;6
22:00;0.0;1001.9;1001.9;1000.8;147;28.0;22.4;29.7;28.0;23.3;21.7;72;67;72;22;3.6;0.9;;Manaus;AM;2002;1;6
15:00;0.0;1005.3;1005.8;1005.3;2214;29.1;24.4;29.2;27.1;24.8;23.9;83;76;76;92;6.9;2.9;;Manaus;AM;2002;1;7
16:00;3.0;1004.7;1005.3;1004.5;1820;26.1;23.8;29.4;26.1;24.8;23.8;88;75;87;53;7.2;3.9;;Manaus;AM;2002;1;7
17:00;19.2;1003.2;1004.7;1003.2;1004;26.9;24.8;26.9;24.6;24.9;23.0;93;88;88;87;6.2;1.5;;Manaus;AM;2002;1;7
18:00;0.0;1001.3;1003.1;1001.3;61;29.2;24.6;29.2;27.1;26.0;24.2;89;76;76;81;7.3;3.0;;Manaus;AM;2002;1;7
19:00;0.0;1000.7;1001.3;1000.7;2421;29.2;24.4;29.6;29.0;25.1;23.9;78;73;75;100;5.8;2.4;;Manaus;AM;2002;1;7
20:00;0.0;1001.2;1001.2;1000.5;601;27.9;24.3;29.2;27.9;24.3;23.8;81;74;81;117;5.3;1.8;;Manaus;AM;2002;1;7
21:00;0.0;1002.3;1002.3;1001.2;69;27.0;23.9;27.9;27.0;24.3;23.9;84;80;83;145;6.2;2.5;;Manaus;AM;2002;1;7
22:00;3.0;1003.6;1003.6;1002.4;4;23.0;21.6;27.0;22.9;24.0;21.5;93;81;92;181;10.6;3.5;;Manaus;AM;2002;1;7
15:00;0.0;1005.6;1006.1;1005.6;2639;27.0;23.2;27.4;26.3;23.6;22.7;83;78;80;99;5.0;2.5;;Manaus;AM;2002;1;8
16:00;0.0;1004.9;1005.6;1004.9;2074;27.3;23.2;27.7;26.6;23.8;22.8;81;77;78;98;5.7;2.3;;Manaus;AM;2002;1;8
17:00;0.0;1003.8;1004.9;1003.8;3313;28.8;23.1;29.2;27.3;23.8;22.8;79;69;71;106;5.8;3.1;;Manaus;AM;2002;1;8
18:00;0.0;1002.8;1003.8;1002.8;2203;29.2;23.2;29.2;28.2;23.3;22.7;73;70;70;96;5.5;2.2;;Manaus;AM;2002;1;8
19:00;0.0;1002.1;1002.8;1002.1;2434;30.3;22.6;30.5;29.1;23.9;22.6;70;63;63;50;5.0;2.3;;Manaus;AM;2002;1;8
20:00;0.0;1001.5;1002.0;1001.5;983;29.6;22.8;30.3;29.6;23.0;22.1;68;63;67;43;4.6;2.2;;Manaus;AM;2002;1;8
21:00;0.0;1001.0;1001.5;1001.0;895;29.5;22.6;29.6;29.3;23.0;22.3;68;66;66;43;4.3;2.5;;Manaus;AM;2002;1;8
22:00;0.0;1001.4;1001.4;1000.9;403;28.6;23.0;29.7;28.6;23.0;22.6;72;66;72;40;4.4;1.5;;Manaus;AM;2002;1;8
23:00;0.0;1001.8;1001.8;1001.4;4;27.6;23.2;28.6;27.6;23.2;22.9;77;71;77;32;2.7;0.9;;Manaus;AM;2002;1;8
15:00;0.0;1004.4;1004.7;1004.4;2052;30.3;21.8;30.4;28.4;22.9;21.8;70;60;61;33;5.3;2.6;;Manaus;AM;2002;1;9
16:00;0.0;1003.7;1004.4;1003.6;2950;31.1;21.6;32.0;30.3;22.8;21.3;64;55;57;357;5.6;2.2;;Manaus;AM;2002;1;9
17:00;0.0;1003.0;1003.7;1002.9;2873;31.6;22.2;32.4;30.8;22.8;21.2;59;53;58;348;5.9;0.7;;Manaus;AM;2002;1;9
18:00;0.0;1002.3;1003.0;1002.3;1126;31.4;22.4;31.6;30.9;22.4;21.4;59;56;59;304;5.3;0.9;;Manaus;AM;2002;1;9
19:00;0.0;1001.5;1002.3;1001.5;1518;31.8;21.9;32.0;31.2;23.3;21.6;61;56;56;33;3.1;1.0;;Manaus;AM;2002;1;9
20:00;0.0;1000.7;1001.1;1000.7;531;31.3;22.4;31.5;31.0;24.1;21.5;65;56;59;334;2.6;0.6;;Manaus;AM;2002;1;9
21:00;0.0;1001.1;1001.1;1000.5;547;30.2;22.4;31.7;30.2;23.5;21.6;63;56;63;4;3.3;1.2;;Manaus;AM;2002;1;9
22:00;0.0;1001.9;1001.9;1000.8;81;25.0;21.5;30.1;25.0;22.5;20.9;81;63;81;328;12.3;4.8;;Manaus;AM;2002;1;9
01:00;40.8;1005.5;1005.9;1003.2;2;21.8;21.0;24.7;21.5;23.3;20.7;96;89;96;261;13.0;2.2;;Manaus;AM;2002;1;10
13:00;0.0;1006.2;1006.3;1005.6;1069;26.6;23.4;26.6;24.7;23.8;23.3;92;83;83;293;1.1;0.3;;Manaus;AM;2002;1;11
17:00;0.0;1003.8;1005.0;1003.8;2402;31.1;24.2;31.1;30.0;24.4;23.3;70;65;67;112;4.1;2.3;;Manaus;AM;2002;1;11
18:00;0.0;1002.9;1003.8;1002.9;1391;26.9;22.3;31.4;26.9;24.1;21.6;76;63;76;71;7.7;1.4;;Manaus;AM;2002;1;11
19:00;0.0;1002.0;1003.0;1002.0;1056;27.6;22.4;29.2;26.9;23.1;21.6;76;65;73;328;6.0;1.9;;Manaus;AM;2002;1;11
20:00;0.2;1001.4;1001.9;1001.4;2235;28.1;22.6;30.0;27.6;23.5;21.9;75;62;72;360;7.0;2.2;;Manaus;AM;2002;1;11
21:00;0.0;1001.6;1001.7;1001.0;896;27.1;22.8;28.7;27.1;22.9;22.2;77;69;77;315;4.9;2.1;;Manaus;AM;2002;1;11
22:00;0.0;1002.2;1002.2;1001.6;244;26.5;22.9;27.1;26.5;23.3;22.8;81;77;80;25;5.5;1.6;;Manaus;AM;2002;1;11
23:00;0.0;1002.9;1003.0;1002.2;10;25.1;22.1;26.5;25.1;22.9;22.0;84;79;83;96;3.1;0.7;;Manaus;AM;2002;1;11
13:00;0.0;1006.6;1006.7;1006.4;1732;26.2;21.3;26.2;24.3;22.1;20.5;84;74;75;103;4.1;2.1;;Manaus;AM;2002;1;12
14:00;0.0;1006.9;1007.0;1006.7;2633;27.4;22.2;27.7;26.1;23.0;20.9;77;71;74;123;4.4;2.4;;Manaus;AM;2002;1;12
15:00;0.0;1006.4;1006.9;1006.4;3267;28.0;21.2;28.5;27.0;22.8;21.2;76;66;66;90;5.1;2.5;;Manaus;AM;2002;1;12
16:00;0.0;1005.4;1006.3;1005.4;3464;29.3;22.1;29.5;27.9;23.0;21.1;73;62;65;110;4.2;1.8;;Manaus;AM;2002;1;12
17:00;0.0;1004.3;1005.4;1004.3;2046;29.5;23.2;29.5;28.5;23.2;21.2;69;62;69;102;3.2;1.2;;Manaus;AM;2002;1;12
18:00;0.0;1003.1;1004.2;1003.1;2051;29.8;22.8;30.1;29.3;23.2;22.1;68;63;66;80;3.0;1.0;;Manaus;AM;2002;1;12
19:00;0.0;1002.4;1003.1;1002.4;2157;29.7;22.8;30.2;29.3;23.4;22.2;68;63;66;102;4.0;2.3;;Manaus;AM;2002;1;12
20:00;0.0;1002.0;1002.4;1001.9;2095;29.4;22.4;30.3;29.4;23.3;22.3;67;63;66;108;4.3;2.3;;Manaus;AM;2002;1;12
21:00;0.0;1002.0;1002.0;1001.7;1421;29.9;23.1;30.4;29.4;23.5;22.3;68;63;67;80;4.5;2.1;;Manaus;AM;2002;1;12
22:00;0.0;1001.8;1002.0;1001.8;222;28.2;23.4;29.9;28.2;23.6;23.2;76;68;76;71;3.9;1.1;;Manaus;AM;2002;1;12
23:00;0.0;1002.3;1002.3;1001.8;4;27.2;23.2;28.1;27.1;23.6;23.1;79;76;79;81;5.0;2.2;;Manaus;AM;2002;1;12
14:00;0.0;1005.6;1005.9;1005.6;2524;29.3;24.1;29.3;27.5;24.4;22.4;76;72;74;108;5.2;2.2;;Manaus;AM;2002;1;13
15:00;0.0;1005.1;1005.6;1005.1;3076;29.9;23.4;30.3;29.1;24.5;23.3;74;67;68;108;5.0;2.7;;Manaus;AM;2002;1;13
16:00;0.0;1004.7;1005.1;1004.7;3498;31.2;23.1;31.3;29.8;24.1;23.0;70;62;62;101;5.7;2.8;;Manaus;AM;2002;1;13
17:00;0.0;1003.5;1004.7;1003.5;3474;31.3;23.8;32.0;31.1;23.9;22.8;65;59;65;102;5.8;2.5;;Manaus;AM;2002;1;13
18:00;0.0;1001.8;1003.5;1001.8;2182;31.7;23.5;31.9;31.2;24.3;22.8;64;59;62;103;5.3;2.5;;Manaus;AM;2002;1;13
19:00;0.0;1000.6;1001.8;1000.6;2190;32.0;23.7;32.1;30.7;24.0;23.0;65;59;62;108;5.2;3.0;;Manaus;AM;2002;1;13
20:00;0.0;1000.1;1000.7;1000.0;2012;32.0;23.2;32.1;31.3;23.9;22.4;63;58;59;100;5.1;2.3;;Manaus;AM;2002;1;13
21:00;0.0;1000.6;1000.6;1000.1;830;29.1;23.5;32.1;29.1;23.6;23.0;72;59;72;319;5.8;1.6;;Manaus;AM;2002;1;13
22:00;0.0;1001.4;1001.5;1000.6;176;28.4;24.0;29.0;28.3;24.1;23.4;78;72;77;9;4.4;1.3;;Manaus;AM;2002;1;13
23:00;0.0;1001.7;1001.7;1001.1;1;27.3;23.3;28.4;27.2;24.0;23.1;79;77;79;356;4.0;0.6;;Manaus;AM;2002;1;13
16:00;0.0;1004.5;1006.0;1004.5;1843;29.4;23.8;29.9;28.2;24.9;23.6;81;70;72;127;3.3;1.4;;Manaus;AM;2002;1;14
17:00;0.0;1003.6;1004.5;1003.6;1984;30.6;24.8;30.6;28.7;24.8;22.8;74;68;71;146;3.4;1.2;;Manaus;AM;2002;1;14
18:00;0.4;1003.0;1003.7;1002.9;1419;26.1;23.1;30.8;26.1;25.4;23.1;84;70;84;97;6.0;3.0;;Manaus;AM;2002;1;14
19:00;0.0;1002.1;1002.9;1002.1;182;26.1;23.2;26.1;25.6;23.6;22.7;87;83;84;106;5.3;1.6;;Manaus;AM;2002;1;14
20:00;0.0;1001.6;1002.1;1001.6;481;26.3;23.8;26.4;26.1;24.3;23.2;88;84;86;173;3.1;1.1;;Manaus;AM;2002;1;14
22:00;0.0;1002.6;1002.7;1002.4;211;25.8;23.4;26.3;25.8;23.7;23.2;87;84;87;162;2.4;1.0;;Manaus;AM;2002;1;14
23:00;0.0;1003.1;1003.2;1002.7;5;25.6;23.9;25.8;25.4;23.9;23.2;91;86;90;246;2.4;1.0;;Manaus;AM;2002;1;14
14:00;0.0;1005.3;1005.3;1005.1;2012;28.7;24.3;28.8;26.8;25.2;24.1;86;77;77;190;3.5;1.4;;Manaus;AM;2002;1;15
15:00;0.0;1004.7;1005.3;1004.7;3290;30.6;24.9;31.1;28.8;25.4;24.0;78;69;72;128;3.6;1.5;;Manaus;AM;2002;1;15
16:00;0.0;1003.7;1004.7;1003.7;1925;28.7;23.4;31.7;28.6;24.9;22.8;74;65;73;132;3.9;1.1;;Manaus;AM;2002;1;15
17:00;19.4;1002.9;1004.1;1002.9;477;24.1;22.5;28.6;24.1;24.2;21.7;91;73;91;244;7.3;1.3;;Manaus;AM;2002;1;15
18:00;3.2;1002.0;1002.9;1002.0;1500;28.6;25.7;28.6;24.0;25.7;22.5;93;84;84;355;4.0;1.7;;Manaus;AM;2002;1;15
19:00;1.0;1001.3;1002.1;1001.2;756;25.1;23.0;29.1;24.9;25.5;22.1;88;77;88;339;6.0;0.2;;Manaus;AM;2002;1;15
20:00;0.0;1001.4;1001.7;1001.1;152;25.6;23.8;25.6;24.9;23.9;23.0;90;88;90;18;4.5;1.5;;Manaus;AM;2002;1;15
21:00;0.2;1001.6;1001.6;1001.3;33;23.7;21.0;25.7;23.7;23.9;21.0;90;85;85;276;6.4;2.1;;Manaus;AM;2002;1;15
22:00;1.4;1001.1;1001.7;1001.0;0;23.0;21.8;23.8;23.0;22.0;20.9;93;84;93;217;2.9;0.0;;Manaus;AM;2002;1;15
14:00;0.0;1004.9;1005.1;1004.9;2296;28.6;23.6;28.6;26.5;23.9;22.8;82;73;75;76;3.3;1.4;;Manaus;AM;2002;1;16
15:00;0.0;1004.5;1005.0;1004.5;3091;29.3;23.6;29.5;27.9;24.6;23.2;78;71;71;118;4.1;2.1;;Manaus;AM;2002;1;16
16:00;0.0;1003.7;1004.5;1003.7;2301;28.9;23.2;29.3;28.6;24.1;22.9;76;69;71;113;4.1;2.1;;Manaus;AM;2002;1;16
17:00;0.0;1002.0;1003.5;1002.0;3208;31.2;24.3;31.2;29.8;24.6;23.2;72;64;67;152;4.2;1.9;;Manaus;AM;2002;1;16
18:00;0.0;1001.0;1001.9;1001.0;2986;30.6;23.0;31.7;30.6;24.6;22.7;67;61;64;177;4.3;1.9;;Manaus;AM;2002;1;16
19:00;0.0;1000.8;1001.1;1000.8;1161;27.3;22.9;31.0;26.9;24.0;22.5;80;63;77;18;6.1;1.7;;Manaus;AM;2002;1;16
20:00;0.0;1000.1;1000.7;1000.1;843;27.8;23.2;27.9;27.2;23.2;22.5;78;72;76;355;4.7;1.7;;Manaus;AM;2002;1;16
21:00;0.0;1000.6;1000.6;999.9;489;27.8;22.3;27.9;27.6;23.3;22.0;76;70;72;333;5.0;1.4;;Manaus;AM;2002;1;16
22:00;0.0;1001.5;1001.5;1000.6;63;26.4;23.2;27.8;26.3;23.2;22.1;82;71;82;197;3.6;1.1;;Manaus;AM;2002;1;16
14:00;0.0;1005.0;1005.0;1004.5;1896;27.6;23.7;28.0;27.1;24.4;23.7;83;79;79;90;5.1;2.5;;Manaus;AM;2002;1;17
15:00;0.0;1004.6;1005.0;1004.6;2674;27.9;23.4;29.1;27.6;24.2;23.3;80;73;77;85;5.5;2.4;;Manaus;AM;2002;1;17
16:00;0.0;1003.8;1004.6;1003.8;3360;29.6;23.3;29.6;27.8;23.9;22.8;78;68;69;95;5.0;2.2;;Manaus;AM;2002;1;17
17:00;0.0;1002.7;1003.8;1002.7;3711;30.4;23.3;30.8;29.5;24.0;22.8;71;63;66;109;5.4;2.8;;Manaus;AM;2002;1;17
18:00;0.0;1001.7;1002.7;1001.7;3556;31.6;23.3;31.7;30.4;23.9;23.0;68;60;61;106;4.8;2.1;;Manaus;AM;2002;1;17
19:00;2.4;1000.7;1001.7;1000.7;1692;29.8;23.5;31.7;27.1;24.7;22.4;84;60;69;61;5.6;1.1;;Manaus;AM;2002;1;17
20:00;0.0;1000.0;1000.7;999.9;2278;32.3;22.6;32.3;29.8;24.5;21.4;69;56;57;179;2.0;0.5;;Manaus;AM;2002;1;17
21:00;0.0;1000.0;1000.0;999.7;1003;30.6;21.9;32.2;30.6;23.0;21.3;61;55;60;63;2.9;0.6;;Manaus;AM;2002;1;17
22:00;0.0;1000.4;1000.4;1000.0;266;28.6;22.7;30.5;28.5;22.8;21.5;71;59;70;290;4.7;0.8;;Manaus;AM;2002;1;17
23:00;0.0;1001.2;1001.2;1000.4;18;27.4;22.7;28.6;27.2;23.7;22.4;80;70;76;322;2.3;0.7;;Manaus;AM;2002;1;17
14:00;0.0;1005.2;1005.3;1005.1;2564;29.2;23.7;29.5;28.3;24.4;23.5;78;71;72;61;4.0;1.8;;Manaus;AM;2002;1;18
15:00;0.0;1004.5;1005.2;1004.5;2923;30.6;24.1;30.7;29.1;24.7;23.8;74;68;68;104;4.8;2.3;;Manaus;AM;2002;1;18
16:00;1.8;1003.9;1004.5;1003.8;2462;25.9;21.8;31.5;25.9;25.2;21.0;79;65;78;4;6.7;1.7;;Manaus;AM;2002;1;18
17:00;3.4;1001.9;1003.8;1001.9;3389;30.8;23.7;31.1;26.1;24.1;21.0;81;58;66;354;6.7;2.3;;Manaus;AM;2002;1;18
18:00;0.0;1001.3;1002.0;1001.2;1588;29.2;22.9;30.6;29.2;23.8;22.4;69;63;69;330;5.6;2.2;;Manaus;AM;2002;1;18
19:00;0.8;1000.2;1001.4;1000.2;834;28.7;23.3;29.1;27.3;24.7;21.7;82;65;72;26;5.6;1.1;;Manaus;AM;2002;1;18
20:00;0.0;999.5;1000.2;999.5;684;28.4;24.0;29.0;28.4;25.4;22.9;82;71;77;254;2.0;0.2;;Manaus;AM;2002;1;18
21:00;0.0;999.4;999.5;999.2;403;28.2;23.4;28.8;27.9;24.9;23.4;83;74;75;75;2.2;1.1;;Manaus;AM;2002;1;18
22:00;0.0;1000.3;1000.3;999.4;253;27.0;23.9;28.3;27.0;24.1;23.3;83;74;83;55;2.1;0.2;;Manaus;AM;2002;1;18
23:00;0.0;1000.9;1000.9;1000.3;5;27.0;23.7;27.1;26.6;24.0;23.2;85;80;82;68;1.5;0.6;;Manaus;AM;2002;1;18
16:00;0.0;1003.5;1003.9;1003.4;2634;27.7;23.5;28.7;27.7;24.1;23.1;78;74;78;92;5.6;2.6;;Manaus;AM;2002;1;19
17:00;0.0;1002.3;1003.5;1002.1;2532;28.7;22.5;29.2;27.6;24.1;22.5;80;68;69;60;6.2;3.1;;Manaus;AM;2002;1;19
18:00;0.0;1001.8;1002.4;1001.8;1959;29.1;22.9;29.8;28.7;23.6;22.6;70;67;69;52;5.4;2.7;;Manaus;AM;2002;1;19
19:00;0.0;1001.1;1001.8;1001.1;1205;28.7;23.3;29.2;28.7;23.5;22.7;73;69;73;73;5.4;1.8;;Manaus;AM;2002;1;19
20:00;0.0;1000.7;1001.1;1000.7;745;28.3;23.6;28.7;28.1;23.6;23.1;76;73;76;83;3.9;0.8;;Manaus;AM;2002;1;19
21:00;0.0;1001.3;1001.3;1000.7;213;25.2;22.7;28.3;25.2;23.8;22.7;86;75;86;220;4.5;1.8;;Manaus;AM;2002;1;19
22:00;0.0;1002.3;1002.3;1001.4;95;24.5;22.5;25.2;24.5;22.8;22.4;88;86;88;226;4.1;1.8;;Manaus;AM;2002;1;19
