ano;mes;estado;municipio;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);Unnamed: 19
2016;1;AC;Cruzeiro do sul;0.5223529411764706;985.6134117647059;986.048;985.2701176470588;1170.5503529411765;28.115529411764708;23.46023529411765;28.69505882352941;27.395294117647058;24.14235294117647;22.78494117647059;81.77411764705883;73.48470588235294;77.3435294117647;188.27764705882353;3.800470588235294;1.144235294117647;
2016;1;AC;Epitaciolandia;0.5093596059113301;985.0317733990148;985.5024630541872;984.7317733990147;1375.4512315270936;28.07709359605911;23.30246305418719;28.860837438423644;27.12807881773399;24.061330049261084;22.49334975369458;81.29064039408867;72.25615763546799;76.61330049261083;213.59113300492612;4.053448275862069;1.193103448275862;
2016;1;AC;Feijo;0.23039215686274508;991.4860294117647;991.9463235294118;991.1671568627452;1210.7154411764707;27.794607843137257;23.92156862745098;28.332107843137255;27.07524509803922;24.514705882352942;23.240686274509805;84.32352941176471;77.19117647058823;80.54656862745098;214.4950980392157;3.920343137254902;1.6512254901960786;
2016;1;AC;Parque estadual chandless;0.42843373493975906;988.7144578313253;989.1809638554216;988.3893975903613;1268.6853012048193;27.78867469879518;24.695180722891568;28.375180722891567;27.03012048192771;25.25566265060241;24.142650602409642;85.98795180722891;83.32048192771084;84.19518072289156;139.05060240963854;3.571325301204819;1.1233734939759037;
2016;1;AC;Rio branco;0.2665036674816626;984.3721271393644;984.8312958435208;984.0481662591687;1312.9699266503667;27.887286063569682;23.51833740831296;28.576039119804403;27.052811735941322;24.177506112469437;22.889242053789733;82.02933985330074;74.79462102689486;78.1320293398533;338.0;4.960146699266504;2.098288508557457;
2016;1;AM;Apui;0.5696821515892421;991.861369193154;992.2721271393643;991.5496332518337;1065.415403422983;27.763080684596577;23.259657701711493;28.55672371638142;26.936674816625917;23.858435207823963;22.698777506112467;81.41075794621027;74.16625916870416;77.69682151589242;145.3398533007335;3.760880195599022;0.8149144254278728;
2016;1;AM;Autazes;0.897872340425532;1007.486170212766;1008.1106382978722;1007.3010638297873;1354.790425531915;29.065957446808508;23.214893617021275;29.49042553191489;28.241489361702126;23.819148936170212;22.761702127659575;76.85106382978724;71.6063829787234;73.40425531914893;119.29787234042553;3.5595744680851067;0.7691489361702127;
2016;1;AM;Boca do acre;0.26044226044226043;997.1157248157248;997.5823095823096;996.7926289926289;1222.1046683046682;28.594348894348894;23.5972972972973;29.224078624078626;27.774938574938574;24.167321867321867;23.004914004914006;79.74938574938575;72.47665847665847;75.71990171990171;173.44226044226045;4.114496314496314;1.4891891891891893;
2016;1;AM;Coari;0.2707920792079208;1005.1594059405941;1005.5668316831683;1004.8561881188119;1176.4123762376237;29.46410891089109;24.117326732673266;30.138118811881185;28.61608910891089;24.715346534653467;23.482425742574257;77.95297029702971;70.89356435643565;74.12871287128714;137.47524752475246;4.780693069306931;1.9554455445544554;
2016;1;AM;Eirunepe;0.12219451371571072;995.4309226932668;995.9718204488778;995.0897755610972;1122.3840399002493;28.054613466334164;20.08154613466334;28.749625935162097;27.19850374064838;21.22219451371571;18.894014962593516;69.54613466334165;59.16209476309227;63.87032418952619;170.61845386533665;3.5780548628428925;1.1513715710723191;
2016;1;AM;Humaita;0.07368421052631578;1003.7473684210527;1004.271052631579;1003.4894736842105;1262.863157894737;28.04736842105263;23.45263157894737;28.676315789473687;27.29736842105263;23.986842105263158;22.894736842105264;80.5;73.73684210526316;77.02631578947368;186.1315789473684;3.2605263157894737;1.1263157894736842;
2016;1;AM;Itacoatiara;0.3391959798994975;1004.958040201005;1005.36783919598;1004.6834170854271;1376.667336683417;29.749497487437186;22.915577889447235;30.28391959798995;29.040201005025125;23.490954773869344;22.38542713567839;71.34170854271356;65.88190954773869;68.19346733668341;101.55778894472361;5.015577889447236;1.699748743718593;
2016;1;AM;Labrea;0.42376237623762375;1002.4475247524753;1002.9061881188118;1002.1200495049505;1249.3324257425743;28.650000000000002;23.779950495049505;29.293316831683168;27.864356435643565;24.33910891089109;23.22079207920792;79.84158415841584;73.03960396039604;76.1509900990099;180.1138613861386;3.7539603960396035;1.194059405940594;
2016;1;AM;Manacapuru;0.37007481296758105;1004.9995012468828;1005.4024937655861;1004.7289276807979;1346.7930174563592;29.924937655860347;22.616209476309226;30.466583541147134;29.18802992518703;23.17206982543641;22.096009975062344;70.16209476309227;64.18952618453865;66.69825436408978;114.31920199501246;1.5882793017456358;0.6528678304239401;
2016;1;AM;Manaus;0.22107843137254904;1003.603431372549;1004.009068627451;1003.3389705882353;1268.798774509804;30.354411764705883;22.150245098039214;30.926960784313728;29.60808823529412;22.89730392156863;21.579166666666666;67.09313725490196;60.6764705882353;63.25735294117647;97.01960784313725;5.617647058823529;2.113235294117647;
2016;1;AM;Manicore;0.49478260869565216;1004.7308695652174;1005.1067391304347;1004.3847826086957;859.3215217391305;28.507173913043477;23.98673913043478;29.16413043478261;27.792173913043477;24.547826086956523;23.463260869565218;80.97608695652174;74.46304347826087;77.68695652173913;139.82391304347826;4.336956521739131;1.4952173913043478;
2016;1;AM;Parintins;0.22156862745098038;1007.6811274509804;1008.0941176470589;1007.4274509803922;1476.695343137255;30.56985294117647;22.16200980392157;30.88848039215686;29.948529411764707;22.715686274509803;21.7375;65.59558823529412;60.904411764705884;62.490196078431374;61.38725490196079;0.0;0.0;
2016;1;AM;Presidente figueiredo;0.08148148148148147;1002.4407407407408;1002.8823361823362;1002.1868945868945;1237.34301994302;32.00968660968661;21.054985754985754;32.67777777777778;30.927065527065526;21.77122507122507;20.414814814814815;59.629629629629626;51.957264957264954;54.8034188034188;125.9002849002849;5.403418803418803;1.9239316239316238;
2016;1;AM;Rio urubu;0.08771929824561403;1004.51328320802;1004.9370927318296;1004.2388471177944;1461.5576441102758;30.055889724310774;22.775939849624063;30.841604010025062;29.121052631578944;23.547619047619047;22.034837092731827;72.11278195488721;63.147869674185465;67.26817042606517;131.02255639097746;4.743358395989975;1.6786967418546366;
2016;1;AM;S. g. da cachoeira;0.2957446808510638;999.8816489361702;1000.3090425531915;999.5954787234043;1283.1981382978724;28.96914893617021;24.275797872340426;29.581117021276597;28.10372340425532;25.118617021276595;23.346010638297873;82.12234042553192;72.71010638297872;77.00531914893617;184.19148936170214;3.1648936170212765;0.976063829787234;
2016;1;AM;Urucara;0.13128205128205128;1007.7048717948719;1008.1294871794872;1007.4443589743589;1390.406923076923;31.31102564102564;21.854615384615382;32.08923076923077;30.28076923076923;22.456666666666667;21.28282051282051;63.62820512820513;56.33589743589744;59.30769230769231;235.96410256410257;5.453846153846154;1.642051282051282;
2016;1;AP;Macapa;0.30049019607843136;1009.8730392156863;1010.2071078431372;1009.5769607843138;1200.670588235294;28.294117647058822;22.77328431372549;28.982843137254903;27.48014705882353;23.324754901960784;22.251225490196077;77.02696078431373;69.9828431372549;73.04656862745098;175.1691176470588;6.830637254901961;2.6144607843137257;
2016;1;AP;Oiapoque;0.2645161290322581;1011.2240694789082;1011.5263027295284;1010.9322580645162;1154.479652605459;26.74640198511166;24.22456575682382;27.549627791563275;25.796029776674935;25.04590570719603;23.397518610421837;87.71960297766749;85.91315136476427;86.46898263027295;71.1637717121588;5.053349875930521;1.695285359801489;
2016;1;MA;Alto parnaiba;0.5280193236714976;979.2222222222222;979.5954106280193;978.9301932367149;1164.6881642512078;27.38768115942029;21.629951690821255;28.091304347826085;26.569323671497585;22.380917874396136;20.953864734299515;77.34541062801932;69.57971014492753;73.1207729468599;174.68115942028984;4.061594202898551;1.260144927536232;
2016;1;MA;Bacabal;0.00916030534351145;1008.0484732824428;1008.5541984732824;1007.9;1539.8133587786258;30.11374045801527;23.167175572519085;30.94961832061069;29.27022900763359;24.259541984732824;22.543893129770993;73.7175572519084;64.07633587786259;67.78625954198473;124.09541984732824;5.127862595419847;1.5973282442748091;
2016;1;MA;Barra do corda;0.3803921568627451;993.7098039215686;994.0843137254902;993.4394607843137;1059.4392156862746;27.79436274509804;21.8156862745098;28.364950980392155;27.04485294117647;22.399019607843137;21.346323529411762;75.51225490196079;69.46078431372548;71.95343137254902;99.78676470588235;4.637009803921569;1.6093137254901961;
2016;1;MA;Buriticupu;0.1660933660933661;990.9039312039313;991.2786240786241;990.6326781326782;1054.8383292383294;28.359705159705157;20.637592137592137;28.979115479115478;27.572235872235872;21.21793611793612;20.114742014742014;68.56019656019656;62.41277641277641;64.92874692874693;92.07371007371007;6.633415233415234;3.158968058968059;
2016;1;MA;Carolina;1.0024570024570025;990.4034398034398;990.7724815724816;990.1289926289926;1086.2660933660934;27.378132678132676;22.055036855036853;27.900982800982803;26.678132678132677;22.589189189189188;21.554545454545455;78.14250614250614;71.85995085995086;74.5945945945946;171.45700245700246;4.2594594594594595;1.3985257985257986;
2016;1;MA;Caxias;0.3590243902439024;1001.479268292683;1001.8558536585366;1001.2063414634146;1181.0743902439024;28.873658536585367;22.405121951219513;29.579512195121954;28.02341463414634;23.084634146341465;21.759024390243905;74.35365853658537;66.86341463414634;70.18536585365854;152.6560975609756;4.212195121951219;1.4385365853658536;
2016;1;MA;Chapadinha;0.1543010752688172;999.4633064516129;999.7498655913979;999.1762096774194;0.0;27.210752688172043;22.52956989247312;27.74233870967742;26.706182795698926;22.931182795698923;22.150537634408604;80.02284946236558;75.06720430107526;77.57930107526882;100.23790322580645;4.778629032258065;1.7856182795698925;
2016;1;MA;Farol de santana;0.252073732718894;1010.2626728110599;1010.5382488479262;1009.9983870967742;1401.2739631336406;28.677419354838708;23.638709677419357;29.19930875576037;28.136866359447005;24.121428571428574;23.190322580645162;76.98847926267281;72.76728110599079;74.74654377880184;61.39170506912443;8.263133640552995;3.4490783410138253;
2016;1;MA;Grajau;0.4639225181598063;985.2133171912832;985.585230024213;984.9404358353512;984.6682808716707;27.29225181598063;21.15399515738499;27.751331719128327;26.647457627118644;21.692978208232446;20.728813559322035;73.78934624697337;69.11138014527845;70.92978208232445;122.71670702179176;4.666585956416465;1.7929782082324455;
2016;1;MA;Imperatriz;0.10298507462686567;997.968656716418;998.360696517413;997.6957711442786;1021.0325870646766;27.915174129353233;22.499253731343284;28.54054726368159;27.147014925373135;23.169651741293535;21.879601990049753;77.50248756218906;70.69154228855722;73.78855721393035;146.773631840796;3.795771144278607;0.9472636815920398;
2016;1;MA;Preguicas;0.0368421052631579;1011.7592105263158;1012.1802631578947;1011.628947368421;2033.217543859649;29.13640350877193;23.270614035087718;29.83114035087719;28.545614035087716;23.919736842105262;22.79385964912281;73.4342105263158;68.75438596491227;70.96929824561404;334.8201754385965;8.362719298245615;3.823245614035088;
2016;1;MA;Sao luis;0.3360975609756098;1005.6219512195122;1005.9087804878048;1005.35;1145.8504878048782;28.311707317073168;23.65341463414634;28.811951219512196;27.771463414634145;24.081463414634147;23.24463414634146;79.58048780487805;73.8780487804878;76.60731707317073;53.42926829268293;7.266829268292683;2.7209756097560973;
2016;1;MT;Agua boa;0.8187353629976581;960.7105386416862;961.0889929742389;960.4107728337237;113.83114754098361;25.647540983606557;22.830679156908666;26.292740046838407;24.91334894613583;23.466042154566743;22.222014051522248;86.32552693208432;84.01639344262296;84.92037470725995;208.0;6.770960187353629;3.153864168618267;
2016;1;MT;Alta floresta;0.5075471698113208;977.6490566037736;978.0551886792454;977.3224056603774;1119.7188679245282;26.420283018867927;23.10330188679245;27.020283018867925;25.754481132075473;23.656603773584905;22.587971698113204;86.08490566037736;79.94811320754717;82.87264150943396;209.30896226415095;4.634669811320754;1.838443396226415;
2016;1;MT;Alto araguaia;0.5808656036446469;926.5375854214122;926.8646924829156;926.2492027334853;1195.8435079726653;25.00501138952164;20.51366742596811;25.70751708428246;24.199316628701595;21.158314350797266;19.931890660592256;81.51480637813212;74.25968109339408;77.60592255125285;192.30523917995444;6.352391799544419;2.9455580865603643;
